team1,team2,toss_winner,venue,pitch_type,weather,total_score,wickets,overs,winner
RCB,SRH,SRH,Chinnaswamy Stadium,Batting,Cloudy,224,5,19.4,SRH
KKR,GT,GT,Chepauk,Bowling,Humid,231,3,9.1,GT
RR,PBKS,RR,Chepauk,Batting,Cloudy,204,8,9.7,RR
LSG,KKR,LSG,Narendra Modi Stadium,Batting,Humid,187,6,8.8,LSG
RCB,PBKS,RCB,Eden Gardens,Batting,Cloudy,150,1,7.2,RCB
RCB,RR,RR,Wankhede Stadium,Bowling,Humid,127,7,7.9,RR
SRH,RR,RR,Chepauk,Bowling,Cloudy,183,7,14.7,RR
DC,CSK,DC,Wankhede Stadium,Balanced,Cloudy,243,5,17.4,CSK
SRH,CSK,SRH,Narendra Modi Stadium,Balanced,Hot,188,2,17.0,SRH
LSG,KKR,LSG,Chinnaswamy Stadium,Bowling,Humid,177,4,7.7,KKR
PBKS,GT,GT,Chinnaswamy Stadium,Balanced,Cloudy,152,3,19.0,PBKS
LSG,KKR,KKR,Narendra Modi Stadium,Bowling,Hot,172,2,5.7,LSG
LSG,SRH,SRH,Eden Gardens,Bowling,Cloudy,162,1,14.1,SRH
CSK,SRH,CSK,Narendra Modi Stadium,Bowling,Cloudy,239,3,10.4,CSK
DC,SRH,SRH,Narendra Modi Stadium,Batting,Humid,195,9,6.9,DC
KKR,LSG,KKR,Narendra Modi Stadium,Balanced,Humid,120,1,13.8,KKR
DC,LSG,DC,Chepauk,Batting,Hot,177,3,13.9,LSG
MI,RCB,RCB,Eden Gardens,Bowling,Hot,121,1,12.7,RCB
DC,RR,DC,Eden Gardens,Bowling,Cloudy,208,9,8.8,RR
MI,CSK,CSK,Chinnaswamy Stadium,Batting,Humid,143,2,7.8,CSK
PBKS,SRH,SRH,Wankhede Stadium,Balanced,Humid,156,2,11.4,SRH
SRH,DC,SRH,Wankhede Stadium,Batting,Cloudy,177,8,13.9,DC
KKR,MI,MI,Eden Gardens,Bowling,Humid,122,1,6.5,MI
PBKS,RCB,PBKS,Chinnaswamy Stadium,Balanced,Cloudy,177,9,10.8,RCB
MI,GT,MI,Eden Gardens,Bowling,Cloudy,233,2,7.8,GT
RR,DC,RR,Narendra Modi Stadium,Batting,Humid,130,2,14.4,DC
CSK,SRH,SRH,Eden Gardens,Balanced,Hot,197,8,10.5,CSK
RR,MI,RR,Narendra Modi Stadium,Batting,Hot,202,9,14.1,MI
CSK,RCB,CSK,Chepauk,Bowling,Cloudy,134,1,10.1,CSK
GT,PBKS,GT,Chinnaswamy Stadium,Batting,Hot,217,5,15.1,GT
RCB,MI,MI,Wankhede Stadium,Balanced,Hot,155,10,13.3,RCB
SRH,LSG,SRH,Chepauk,Batting,Cloudy,156,3,11.5,SRH
MI,CSK,MI,Wankhede Stadium,Batting,Hot,133,0,5.2,CSK
DC,PBKS,DC,Eden Gardens,Batting,Cloudy,191,8,16.4,DC
LSG,RCB,LSG,Wankhede Stadium,Batting,Cloudy,204,5,17.3,RCB
LSG,GT,LSG,Eden Gardens,Batting,Humid,203,6,12.2,LSG
KKR,PBKS,KKR,Narendra Modi Stadium,Balanced,Cloudy,130,4,16.9,PBKS
MI,RCB,RCB,Chepauk,Bowling,Cloudy,165,0,14.3,RCB
SRH,RR,SRH,Wankhede Stadium,Balanced,Humid,149,3,16.6,SRH
PBKS,MI,PBKS,Chinnaswamy Stadium,Balanced,Humid,159,1,18.9,PBKS
RCB,PBKS,PBKS,Chepauk,Balanced,Cloudy,153,9,8.3,PBKS
MI,CSK,MI,Chepauk,Bowling,Humid,241,8,8.1,CSK
DC,KKR,KKR,Narendra Modi Stadium,Balanced,Humid,249,9,18.8,KKR
DC,SRH,DC,Chepauk,Bowling,Humid,238,1,14.1,DC
LSG,CSK,CSK,Narendra Modi Stadium,Batting,Cloudy,245,8,19.8,CSK
GT,PBKS,GT,Narendra Modi Stadium,Batting,Cloudy,144,10,8.2,GT
PBKS,CSK,PBKS,Narendra Modi Stadium,Balanced,Cloudy,184,2,8.5,CSK
MI,CSK,CSK,Wankhede Stadium,Bowling,Cloudy,230,8,13.1,CSK
RCB,SRH,RCB,Eden Gardens,Batting,Hot,232,9,8.8,RCB
LSG,SRH,LSG,Eden Gardens,Batting,Cloudy,186,8,18.7,SRH
RR,GT,RR,Narendra Modi Stadium,Balanced,Humid,206,5,18.3,RR
CSK,RCB,RCB,Wankhede Stadium,Bowling,Hot,236,0,7.7,RCB
DC,SRH,SRH,Chinnaswamy Stadium,Balanced,Humid,238,8,16.7,DC
SRH,RR,SRH,Chepauk,Bowling,Hot,219,10,9.0,SRH
PBKS,DC,DC,Wankhede Stadium,Balanced,Cloudy,232,4,11.4,DC
GT,MI,GT,Eden Gardens,Batting,Cloudy,206,7,11.9,MI
KKR,RR,RR,Narendra Modi Stadium,Batting,Humid,177,3,16.8,RR
LSG,RR,LSG,Narendra Modi Stadium,Balanced,Cloudy,210,3,11.0,RR
LSG,KKR,KKR,Narendra Modi Stadium,Bowling,Cloudy,144,9,16.5,LSG
MI,KKR,MI,Eden Gardens,Batting,Cloudy,184,5,8.8,MI
DC,KKR,KKR,Chepauk,Batting,Hot,173,8,7.6,DC
GT,SRH,SRH,Narendra Modi Stadium,Bowling,Hot,221,3,8.8,GT
CSK,LSG,CSK,Chepauk,Bowling,Cloudy,145,10,8.0,LSG
KKR,SRH,SRH,Chepauk,Batting,Cloudy,125,5,5.8,SRH
KKR,CSK,KKR,Chinnaswamy Stadium,Batting,Humid,171,1,10.8,CSK
SRH,MI,MI,Chinnaswamy Stadium,Balanced,Hot,180,4,5.6,SRH
LSG,RCB,RCB,Chepauk,Batting,Cloudy,250,0,7.9,LSG
LSG,SRH,LSG,Eden Gardens,Bowling,Cloudy,165,8,19.4,SRH
LSG,MI,MI,Chepauk,Balanced,Cloudy,138,2,9.7,LSG
MI,RR,RR,Chinnaswamy Stadium,Balanced,Humid,156,8,14.6,MI
SRH,LSG,LSG,Eden Gardens,Bowling,Hot,151,7,18.4,SRH
DC,CSK,CSK,Chinnaswamy Stadium,Bowling,Cloudy,206,2,16.6,DC
SRH,RR,RR,Chepauk,Bowling,Cloudy,222,4,6.4,SRH
DC,SRH,DC,Narendra Modi Stadium,Batting,Humid,205,3,15.2,SRH
CSK,PBKS,CSK,Wankhede Stadium,Batting,Hot,188,4,7.9,PBKS
KKR,PBKS,KKR,Eden Gardens,Batting,Cloudy,236,0,12.2,PBKS
RR,SRH,RR,Chepauk,Bowling,Cloudy,199,7,13.4,RR
RCB,RR,RR,Chinnaswamy Stadium,Bowling,Hot,153,6,14.8,RCB
MI,SRH,MI,Chepauk,Balanced,Humid,149,8,12.8,MI
CSK,PBKS,CSK,Narendra Modi Stadium,Bowling,Humid,246,3,19.1,PBKS
KKR,PBKS,KKR,Wankhede Stadium,Balanced,Hot,161,3,13.3,KKR
RR,GT,GT,Eden Gardens,Bowling,Hot,197,1,8.2,RR
LSG,KKR,LSG,Chinnaswamy Stadium,Bowling,Cloudy,203,8,5.5,LSG
MI,RR,RR,Narendra Modi Stadium,Bowling,Cloudy,129,2,13.4,MI
GT,SRH,GT,Wankhede Stadium,Balanced,Hot,140,1,11.6,SRH
SRH,RCB,SRH,Narendra Modi Stadium,Balanced,Cloudy,143,10,14.0,RCB
RR,RCB,RCB,Wankhede Stadium,Batting,Hot,220,8,10.9,RCB
RCB,GT,RCB,Eden Gardens,Balanced,Hot,133,10,14.5,RCB
RCB,LSG,RCB,Eden Gardens,Bowling,Humid,184,2,7.8,RCB
GT,RCB,RCB,Wankhede Stadium,Bowling,Cloudy,153,4,15.9,GT
RR,DC,DC,Eden Gardens,Batting,Cloudy,149,0,11.9,DC
SRH,MI,MI,Narendra Modi Stadium,Bowling,Humid,208,6,19.8,MI
GT,KKR,KKR,Chinnaswamy Stadium,Balanced,Cloudy,190,5,18.8,KKR
GT,CSK,CSK,Chepauk,Balanced,Humid,241,7,17.4,GT
CSK,RR,CSK,Chepauk,Bowling,Cloudy,135,1,14.7,CSK
GT,CSK,GT,Narendra Modi Stadium,Batting,Humid,206,0,11.9,CSK
DC,KKR,KKR,Narendra Modi Stadium,Balanced,Humid,168,8,14.6,KKR
LSG,RR,LSG,Wankhede Stadium,Bowling,Hot,198,1,5.6,RR
PBKS,SRH,SRH,Narendra Modi Stadium,Balanced,Hot,122,8,18.6,SRH
SRH,MI,SRH,Chinnaswamy Stadium,Balanced,Hot,140,10,9.2,MI
SRH,RCB,RCB,Narendra Modi Stadium,Balanced,Hot,225,6,13.3,SRH
RR,CSK,RR,Chinnaswamy Stadium,Balanced,Cloudy,195,3,8.6,CSK
MI,KKR,KKR,Narendra Modi Stadium,Bowling,Cloudy,136,9,9.8,KKR
SRH,PBKS,PBKS,Chepauk,Balanced,Cloudy,128,10,17.6,SRH
GT,RCB,GT,Chepauk,Balanced,Humid,127,1,5.4,RCB
RR,CSK,RR,Chepauk,Bowling,Humid,245,4,5.4,CSK
PBKS,CSK,CSK,Wankhede Stadium,Batting,Humid,231,4,10.5,CSK
SRH,RR,SRH,Narendra Modi Stadium,Batting,Cloudy,180,7,11.2,RR
CSK,MI,MI,Chinnaswamy Stadium,Balanced,Cloudy,177,8,10.7,CSK
MI,SRH,MI,Eden Gardens,Batting,Hot,224,7,15.2,MI
CSK,GT,GT,Narendra Modi Stadium,Batting,Hot,167,3,17.7,GT
KKR,GT,GT,Narendra Modi Stadium,Bowling,Cloudy,142,1,14.3,GT
GT,RR,RR,Eden Gardens,Balanced,Humid,242,7,7.7,GT
SRH,LSG,SRH,Wankhede Stadium,Bowling,Cloudy,235,7,16.5,SRH
SRH,LSG,LSG,Chepauk,Balanced,Hot,240,0,15.0,SRH
CSK,KKR,KKR,Chepauk,Bowling,Humid,172,7,15.9,KKR
RCB,CSK,RCB,Narendra Modi Stadium,Batting,Cloudy,206,1,12.2,CSK
GT,MI,MI,Narendra Modi Stadium,Balanced,Hot,232,6,13.1,GT
MI,RR,MI,Wankhede Stadium,Batting,Humid,150,7,8.5,MI
CSK,RCB,CSK,Eden Gardens,Bowling,Hot,177,0,8.3,RCB
LSG,MI,LSG,Narendra Modi Stadium,Bowling,Humid,148,2,7.2,MI
PBKS,DC,PBKS,Narendra Modi Stadium,Bowling,Humid,132,1,18.5,DC
CSK,GT,CSK,Narendra Modi Stadium,Batting,Humid,127,6,17.9,CSK
GT,LSG,LSG,Wankhede Stadium,Bowling,Cloudy,222,1,8.6,LSG
MI,LSG,MI,Chepauk,Batting,Cloudy,227,8,16.0,LSG
SRH,CSK,CSK,Chinnaswamy Stadium,Balanced,Humid,147,6,12.5,CSK
MI,PBKS,PBKS,Chepauk,Batting,Humid,217,6,19.3,MI
DC,MI,MI,Chepauk,Balanced,Hot,163,6,15.7,MI
RR,LSG,RR,Chinnaswamy Stadium,Balanced,Humid,211,3,15.5,LSG
PBKS,RCB,RCB,Chinnaswamy Stadium,Bowling,Cloudy,215,1,19.6,RCB
CSK,MI,MI,Chinnaswamy Stadium,Balanced,Cloudy,230,7,10.5,CSK
KKR,RR,RR,Chinnaswamy Stadium,Bowling,Hot,198,5,9.2,RR
DC,GT,GT,Narendra Modi Stadium,Balanced,Hot,226,3,15.7,DC
GT,CSK,GT,Chinnaswamy Stadium,Bowling,Humid,240,1,13.2,GT
CSK,SRH,SRH,Wankhede Stadium,Batting,Hot,172,0,18.4,CSK
CSK,LSG,LSG,Chinnaswamy Stadium,Batting,Hot,171,6,6.2,CSK
MI,KKR,MI,Chinnaswamy Stadium,Bowling,Hot,200,7,13.2,KKR
KKR,RCB,KKR,Chinnaswamy Stadium,Bowling,Cloudy,135,8,8.4,RCB
PBKS,KKR,PBKS,Wankhede Stadium,Batting,Humid,180,7,12.1,PBKS
GT,KKR,KKR,Eden Gardens,Batting,Hot,235,8,18.8,KKR
CSK,PBKS,CSK,Wankhede Stadium,Bowling,Humid,224,6,18.4,PBKS
PBKS,GT,PBKS,Wankhede Stadium,Batting,Hot,227,7,13.3,PBKS
PBKS,KKR,PBKS,Narendra Modi Stadium,Balanced,Cloudy,167,2,15.4,PBKS
DC,LSG,DC,Chepauk,Bowling,Cloudy,224,0,13.3,DC
DC,SRH,SRH,Wankhede Stadium,Bowling,Cloudy,246,4,8.1,DC
SRH,KKR,SRH,Wankhede Stadium,Bowling,Hot,215,2,15.4,KKR
GT,SRH,GT,Wankhede Stadium,Batting,Humid,182,7,12.7,SRH
RR,KKR,KKR,Chepauk,Bowling,Cloudy,132,6,5.4,RR
RR,RCB,RR,Eden Gardens,Balanced,Humid,124,4,15.7,RR
PBKS,GT,GT,Chepauk,Bowling,Cloudy,224,5,14.5,GT
LSG,CSK,LSG,Eden Gardens,Balanced,Hot,174,8,15.1,CSK
DC,MI,DC,Narendra Modi Stadium,Bowling,Cloudy,154,1,12.7,MI
PBKS,CSK,CSK,Eden Gardens,Batting,Humid,128,3,14.1,PBKS
LSG,MI,LSG,Chepauk,Batting,Cloudy,199,2,7.3,LSG
RR,GT,RR,Eden Gardens,Bowling,Hot,217,0,18.6,GT
MI,RR,MI,Wankhede Stadium,Balanced,Cloudy,238,5,16.3,RR
RR,DC,DC,Eden Gardens,Balanced,Cloudy,177,8,12.1,DC
PBKS,RR,RR,Chinnaswamy Stadium,Batting,Hot,141,6,17.6,RR
LSG,GT,GT,Wankhede Stadium,Bowling,Humid,123,8,9.0,GT
LSG,KKR,KKR,Eden Gardens,Bowling,Hot,168,6,15.6,KKR
GT,SRH,GT,Chepauk,Bowling,Humid,244,6,5.1,SRH
CSK,KKR,KKR,Narendra Modi Stadium,Balanced,Cloudy,158,3,9.5,CSK
MI,KKR,MI,Chinnaswamy Stadium,Batting,Cloudy,140,0,15.4,KKR
SRH,MI,MI,Eden Gardens,Bowling,Hot,134,2,9.8,SRH
LSG,KKR,KKR,Wankhede Stadium,Batting,Hot,202,8,11.4,LSG
SRH,CSK,SRH,Eden Gardens,Balanced,Humid,209,2,7.6,SRH
GT,SRH,SRH,Chinnaswamy Stadium,Bowling,Hot,201,7,10.7,SRH
MI,GT,MI,Chinnaswamy Stadium,Bowling,Cloudy,122,8,19.8,MI
RCB,KKR,KKR,Wankhede Stadium,Batting,Humid,245,0,16.2,RCB
PBKS,KKR,PBKS,Narendra Modi Stadium,Bowling,Humid,155,7,14.3,PBKS
RR,DC,DC,Narendra Modi Stadium,Batting,Humid,162,9,6.3,DC
RR,CSK,RR,Chepauk,Balanced,Humid,204,7,14.1,CSK
PBKS,GT,PBKS,Chinnaswamy Stadium,Batting,Humid,234,5,15.3,GT
SRH,KKR,SRH,Narendra Modi Stadium,Batting,Humid,163,0,9.0,KKR
RCB,SRH,SRH,Eden Gardens,Balanced,Cloudy,209,10,11.6,RCB
DC,GT,DC,Narendra Modi Stadium,Bowling,Humid,163,8,18.2,GT
RR,SRH,RR,Narendra Modi Stadium,Batting,Cloudy,187,5,15.5,SRH
DC,RCB,RCB,Wankhede Stadium,Balanced,Cloudy,182,4,19.2,RCB
RR,RCB,RCB,Wankhede Stadium,Balanced,Hot,156,1,6.2,RCB
PBKS,CSK,CSK,Wankhede Stadium,Bowling,Humid,155,4,13.7,PBKS
CSK,SRH,SRH,Chinnaswamy Stadium,Bowling,Hot,126,10,6.8,SRH
RR,KKR,KKR,Chepauk,Balanced,Humid,245,9,5.6,KKR
KKR,PBKS,KKR,Chepauk,Bowling,Hot,187,6,6.0,KKR
KKR,CSK,CSK,Eden Gardens,Bowling,Hot,200,3,19.6,CSK
CSK,SRH,SRH,Wankhede Stadium,Batting,Humid,186,3,5.3,CSK
GT,RR,GT,Narendra Modi Stadium,Bowling,Humid,222,0,9.4,RR
CSK,MI,MI,Chinnaswamy Stadium,Bowling,Cloudy,231,5,18.9,MI
RR,KKR,KKR,Chepauk,Batting,Humid,169,8,12.9,KKR
PBKS,DC,PBKS,Eden Gardens,Bowling,Humid,138,1,17.5,DC
LSG,CSK,LSG,Chepauk,Balanced,Cloudy,195,5,14.2,CSK
PBKS,GT,PBKS,Narendra Modi Stadium,Bowling,Cloudy,152,6,11.3,GT
RR,PBKS,PBKS,Wankhede Stadium,Batting,Humid,214,5,14.0,PBKS
DC,MI,MI,Chepauk,Balanced,Hot,135,6,10.6,DC
RR,GT,RR,Eden Gardens,Bowling,Cloudy,202,3,11.1,GT
RR,MI,RR,Wankhede Stadium,Balanced,Cloudy,176,2,8.8,MI
PBKS,RCB,PBKS,Eden Gardens,Batting,Humid,201,0,11.4,RCB
KKR,DC,KKR,Chinnaswamy Stadium,Batting,Humid,233,8,13.2,DC
SRH,RR,SRH,Wankhede Stadium,Batting,Cloudy,248,8,18.0,RR
GT,DC,DC,Chinnaswamy Stadium,Bowling,Cloudy,120,5,17.2,DC
RCB,CSK,RCB,Wankhede Stadium,Batting,Humid,215,1,13.2,CSK
RCB,SRH,RCB,Eden Gardens,Batting,Cloudy,129,5,8.3,RCB
PBKS,DC,DC,Eden Gardens,Bowling,Hot,161,2,16.0,PBKS
PBKS,LSG,LSG,Chinnaswamy Stadium,Bowling,Humid,216,1,18.2,LSG
CSK,KKR,KKR,Chinnaswamy Stadium,Balanced,Hot,228,3,13.6,KKR
KKR,RR,RR,Chinnaswamy Stadium,Bowling,Cloudy,177,7,15.7,RR
SRH,CSK,CSK,Chinnaswamy Stadium,Batting,Cloudy,141,1,16.5,CSK
PBKS,DC,DC,Narendra Modi Stadium,Balanced,Humid,226,10,10.2,PBKS
RCB,SRH,SRH,Chepauk,Bowling,Humid,178,5,5.7,RCB
KKR,CSK,CSK,Eden Gardens,Balanced,Hot,226,3,9.5,CSK
DC,RR,DC,Eden Gardens,Batting,Humid,250,10,14.8,RR
PBKS,LSG,LSG,Chinnaswamy Stadium,Balanced,Hot,180,8,17.0,LSG
KKR,RR,KKR,Chepauk,Batting,Cloudy,248,7,16.7,KKR
GT,KKR,KKR,Eden Gardens,Bowling,Humid,220,0,17.2,KKR
MI,PBKS,PBKS,Eden Gardens,Batting,Cloudy,144,3,15.5,MI
GT,DC,GT,Narendra Modi Stadium,Batting,Cloudy,226,3,12.2,DC
PBKS,RCB,RCB,Chinnaswamy Stadium,Balanced,Cloudy,162,2,11.9,PBKS
KKR,MI,MI,Chinnaswamy Stadium,Bowling,Humid,199,4,6.6,KKR
GT,PBKS,PBKS,Chepauk,Bowling,Hot,130,3,18.8,PBKS
LSG,CSK,LSG,Chinnaswamy Stadium,Batting,Hot,230,4,10.9,LSG
GT,SRH,GT,Narendra Modi Stadium,Batting,Humid,158,6,13.1,SRH
RR,SRH,SRH,Chepauk,Balanced,Cloudy,220,4,8.0,RR
PBKS,RR,RR,Chepauk,Balanced,Humid,238,8,5.8,RR
DC,CSK,CSK,Chinnaswamy Stadium,Bowling,Cloudy,193,8,9.1,DC
KKR,LSG,LSG,Chinnaswamy Stadium,Bowling,Hot,128,6,11.3,LSG
MI,RR,RR,Eden Gardens,Bowling,Humid,183,2,12.4,MI
LSG,MI,LSG,Narendra Modi Stadium,Bowling,Hot,226,7,17.5,LSG
KKR,RCB,RCB,Narendra Modi Stadium,Batting,Humid,171,10,11.6,RCB
DC,KKR,KKR,Chinnaswamy Stadium,Balanced,Hot,218,5,6.9,KKR
MI,RCB,MI,Eden Gardens,Batting,Cloudy,150,8,5.2,RCB
SRH,GT,SRH,Chinnaswamy Stadium,Balanced,Hot,237,8,7.2,SRH
GT,SRH,GT,Wankhede Stadium,Balanced,Hot,224,3,5.3,SRH
LSG,GT,GT,Eden Gardens,Balanced,Humid,157,8,19.8,LSG
DC,RCB,RCB,Eden Gardens,Batting,Hot,193,5,6.5,DC
RCB,RR,RCB,Eden Gardens,Bowling,Cloudy,133,9,19.3,RR
KKR,MI,MI,Chinnaswamy Stadium,Balanced,Humid,130,1,5.2,KKR
DC,GT,GT,Narendra Modi Stadium,Batting,Cloudy,125,4,8.4,GT
SRH,PBKS,PBKS,Narendra Modi Stadium,Bowling,Cloudy,238,0,12.7,PBKS
CSK,DC,CSK,Narendra Modi Stadium,Balanced,Hot,198,8,13.4,DC
GT,RR,GT,Chinnaswamy Stadium,Bowling,Cloudy,157,8,5.3,RR
RR,CSK,RR,Narendra Modi Stadium,Balanced,Hot,135,6,12.4,RR
RCB,DC,RCB,Eden Gardens,Bowling,Humid,202,6,17.4,DC
MI,RCB,MI,Chinnaswamy Stadium,Batting,Humid,205,0,17.8,RCB
LSG,GT,LSG,Wankhede Stadium,Bowling,Cloudy,201,4,8.2,LSG
RR,GT,GT,Eden Gardens,Batting,Hot,242,1,19.8,RR
RCB,LSG,RCB,Chinnaswamy Stadium,Batting,Humid,169,5,9.4,LSG
MI,PBKS,MI,Eden Gardens,Balanced,Cloudy,214,6,17.0,MI
PBKS,KKR,PBKS,Chinnaswamy Stadium,Bowling,Hot,221,8,10.5,PBKS
RCB,PBKS,PBKS,Eden Gardens,Bowling,Hot,125,4,11.9,RCB
DC,SRH,DC,Chepauk,Batting,Humid,121,2,8.7,SRH
GT,KKR,KKR,Narendra Modi Stadium,Balanced,Humid,188,8,16.0,GT
RR,SRH,SRH,Chinnaswamy Stadium,Balanced,Hot,151,3,13.4,SRH
MI,RCB,MI,Chepauk,Batting,Cloudy,142,6,15.1,MI
CSK,GT,CSK,Eden Gardens,Batting,Hot,213,6,18.8,GT
KKR,GT,KKR,Eden Gardens,Bowling,Hot,184,1,9.8,KKR
CSK,RCB,RCB,Eden Gardens,Bowling,Cloudy,211,9,6.3,CSK
PBKS,MI,MI,Chinnaswamy Stadium,Batting,Hot,246,9,7.1,MI
MI,RR,MI,Wankhede Stadium,Balanced,Humid,127,4,13.4,RR
KKR,DC,KKR,Chepauk,Balanced,Hot,131,0,5.7,KKR
RCB,GT,GT,Eden Gardens,Bowling,Cloudy,175,8,12.7,RCB
GT,SRH,SRH,Narendra Modi Stadium,Batting,Humid,191,4,13.2,SRH
DC,PBKS,PBKS,Wankhede Stadium,Batting,Humid,223,2,15.1,DC
CSK,GT,GT,Wankhede Stadium,Batting,Cloudy,189,5,20.0,GT
PBKS,SRH,SRH,Wankhede Stadium,Batting,Cloudy,129,1,16.2,PBKS
LSG,KKR,LSG,Chepauk,Bowling,Hot,205,10,15.1,LSG
LSG,KKR,LSG,Wankhede Stadium,Balanced,Humid,155,5,16.2,LSG
RR,PBKS,RR,Narendra Modi Stadium,Batting,Humid,181,4,20.0,PBKS
GT,DC,DC,Eden Gardens,Bowling,Hot,123,3,5.1,GT
MI,RR,MI,Chepauk,Batting,Humid,129,3,10.2,MI
MI,GT,GT,Chepauk,Batting,Cloudy,248,4,18.1,MI
RCB,MI,RCB,Eden Gardens,Balanced,Humid,230,10,15.0,MI
SRH,KKR,SRH,Wankhede Stadium,Bowling,Cloudy,191,4,14.7,SRH
DC,MI,DC,Wankhede Stadium,Bowling,Cloudy,176,1,17.4,MI
GT,RR,RR,Narendra Modi Stadium,Bowling,Humid,120,0,14.7,RR
PBKS,CSK,CSK,Wankhede Stadium,Balanced,Hot,140,10,6.8,PBKS
SRH,RCB,SRH,Eden Gardens,Bowling,Cloudy,214,7,10.7,SRH
CSK,RCB,CSK,Eden Gardens,Bowling,Cloudy,126,7,7.2,RCB
CSK,KKR,KKR,Chinnaswamy Stadium,Bowling,Humid,185,9,10.6,CSK
GT,KKR,GT,Eden Gardens,Balanced,Humid,183,5,10.8,KKR
LSG,MI,MI,Eden Gardens,Balanced,Cloudy,174,5,17.8,LSG
RCB,SRH,SRH,Narendra Modi Stadium,Balanced,Humid,230,0,15.6,RCB
LSG,SRH,LSG,Eden Gardens,Batting,Humid,182,6,16.4,SRH
RR,LSG,LSG,Narendra Modi Stadium,Batting,Hot,227,6,14.5,RR
SRH,KKR,KKR,Chinnaswamy Stadium,Batting,Humid,147,2,14.4,SRH
KKR,SRH,SRH,Narendra Modi Stadium,Bowling,Hot,234,7,7.7,KKR
DC,PBKS,PBKS,Wankhede Stadium,Bowling,Hot,133,9,5.9,PBKS
DC,SRH,SRH,Wankhede Stadium,Batting,Cloudy,225,6,7.9,SRH
KKR,RR,RR,Eden Gardens,Bowling,Hot,120,8,13.6,KKR
MI,CSK,MI,Chinnaswamy Stadium,Bowling,Humid,181,6,14.7,MI
KKR,DC,DC,Chepauk,Bowling,Hot,140,4,5.0,DC
LSG,MI,MI,Wankhede Stadium,Batting,Humid,216,10,12.3,LSG
PBKS,GT,GT,Narendra Modi Stadium,Bowling,Cloudy,206,8,5.1,GT
RCB,DC,DC,Wankhede Stadium,Batting,Hot,195,1,9.7,DC
RR,GT,GT,Chinnaswamy Stadium,Batting,Humid,237,6,14.6,GT
DC,RCB,DC,Chepauk,Bowling,Cloudy,247,10,17.1,RCB
KKR,RCB,KKR,Narendra Modi Stadium,Batting,Humid,224,6,14.3,KKR
PBKS,RCB,PBKS,Eden Gardens,Balanced,Humid,123,10,5.1,PBKS
RCB,GT,RCB,Narendra Modi Stadium,Balanced,Hot,213,1,17.9,GT
LSG,CSK,CSK,Narendra Modi Stadium,Bowling,Cloudy,121,0,19.3,CSK
RCB,KKR,KKR,Chinnaswamy Stadium,Batting,Humid,186,0,17.0,KKR
LSG,MI,MI,Narendra Modi Stadium,Batting,Cloudy,193,5,7.3,LSG
LSG,RCB,LSG,Wankhede Stadium,Balanced,Hot,160,10,12.3,LSG
PBKS,RCB,PBKS,Wankhede Stadium,Balanced,Cloudy,199,3,15.7,PBKS
KKR,GT,KKR,Eden Gardens,Bowling,Hot,202,2,16.0,KKR
CSK,LSG,CSK,Eden Gardens,Bowling,Cloudy,250,7,6.7,CSK
KKR,RR,RR,Eden Gardens,Bowling,Hot,122,4,8.8,RR
RCB,KKR,RCB,Wankhede Stadium,Balanced,Hot,165,4,6.8,KKR
RCB,LSG,RCB,Wankhede Stadium,Balanced,Cloudy,210,8,16.4,RCB
SRH,RCB,SRH,Eden Gardens,Batting,Cloudy,134,2,12.8,RCB
RR,LSG,RR,Eden Gardens,Bowling,Hot,140,3,9.1,RR
GT,SRH,GT,Chinnaswamy Stadium,Bowling,Cloudy,182,2,10.2,SRH
DC,GT,GT,Narendra Modi Stadium,Batting,Hot,142,2,12.0,DC
GT,KKR,GT,Wankhede Stadium,Batting,Cloudy,187,0,12.5,GT
KKR,SRH,KKR,Eden Gardens,Balanced,Hot,152,8,15.7,KKR
SRH,RCB,SRH,Wankhede Stadium,Balanced,Cloudy,168,3,10.4,SRH
SRH,MI,SRH,Chepauk,Balanced,Hot,187,5,17.4,SRH
MI,DC,DC,Narendra Modi Stadium,Bowling,Hot,131,9,5.7,MI
CSK,KKR,CSK,Wankhede Stadium,Balanced,Hot,239,5,9.5,CSK
KKR,RCB,RCB,Chepauk,Batting,Hot,212,0,12.4,RCB
RR,DC,RR,Wankhede Stadium,Batting,Humid,137,5,19.4,DC
GT,DC,DC,Chinnaswamy Stadium,Bowling,Humid,202,5,17.5,GT
PBKS,SRH,PBKS,Wankhede Stadium,Bowling,Hot,215,5,16.7,SRH
KKR,CSK,KKR,Chepauk,Batting,Cloudy,182,10,13.5,KKR
KKR,PBKS,KKR,Wankhede Stadium,Batting,Hot,201,1,17.2,KKR
KKR,LSG,KKR,Chepauk,Batting,Cloudy,219,8,13.9,LSG
DC,MI,DC,Narendra Modi Stadium,Batting,Humid,228,9,16.1,DC
MI,LSG,MI,Chepauk,Batting,Humid,179,9,7.9,MI
GT,DC,GT,Eden Gardens,Balanced,Hot,194,9,17.4,DC
RCB,DC,RCB,Chinnaswamy Stadium,Batting,Hot,212,8,19.6,RCB
PBKS,CSK,PBKS,Chinnaswamy Stadium,Batting,Hot,230,5,15.6,PBKS
PBKS,GT,PBKS,Wankhede Stadium,Batting,Humid,209,7,12.6,GT
CSK,GT,CSK,Narendra Modi Stadium,Balanced,Cloudy,139,6,11.9,GT
